Ciphertext,IsRandom
111100100110000101101010001110111110010011000010110101000111011,1
0000001010110011010010010110001011001011,0
10110101000111011111001001100001011010100011101111100100110000101101010001110,1
111011111001001100001011010100011101111100100110000101101010001110111110010011,1
1010001110111110010011000010110101000111011111001,1
101100010001010000001001010100001000101110101101,0
10111111000011100000010101001001100011001010011110111010,0
11010100011101111100100110000101101010001110111110010011000010110101000111011111001001100001011010100011101111100100110,1
111100100110000101101010001110111110010011000010110101000111,1
1010001000001000000110100101001010010000,0
1001100001011010100011101111100100110000101101010001,1
11111001001100001011010100011101111100100110000101101010001110111110010011000010110101000,1
1011010100011101111100100110000101101,1
10100010000011100000100101010011100001011011000010110000,0
110000101101010001110111110010011000010110101000111011111001001100001011010100011101111100100110000101101010001,1
111100100110000101101010,1
11000010110101000111011111001001100001011010100011101,1
111001001100001011010100011101111100100110000101101010001110111110010011000010110101000111011111001001100001,1
001100101011011101000011011001001101000111000111,0
101000100001010100001011010010011000100110101011101100110001011010100111,0
1011111000001101000010110101011010000101,0
100110000101101010001110111110010011000010110101000111011111,1
100101100000111000001001010011111000101110110000,0
101101010001110111110010011000010110101000111011111001001100,1
1000111011111001001100001011010100011101111100100110000101101010001110111110010011000010110101000,1
1111100100110000101101010001110111110010011000010110101000111011111001001100001011010100011101111100100110000101101,1
1011010000001101000010110101011010001101101011001011001100011000,0
1110111110010011000010110101000111011111001,1
11110010011000010110101000111011111001001100001011010100011101111100100110000101101010,1
00100111101010100100101001100010110101101100110000101001,0
1001001100001011010100011101111100100110000,1
1001000000000100000011110100111110010110101011011011101100000011,0
1101010001110111110010011000010110101000111011111001001100,1
1011110000001000000011010101001110010000101010111011101000010000101010001110100111001101,0
0011100110111110010101100110011011011010,0
101111100100110000101101010001110111110010011000010110101000111011111001001100001011010100,1
101100110001010000000001,0
10011000010110101000111011111001001100,1
001100101011011001010100011101011101011011001101,0
10110000000101000000111001011100100000011011000010111101000100001010100011110111,0
1000100000010100000010010101100010001100101010111011101000011110,0
10111011000000110000001101001000,0
1010001110111110010011000010110101000111011111001001100001011010,1
00000111101010100100101001100010110101101100110000101001,0
10010101000000000000011101011110,0
001000011011011001001010011110101100110011001001,0
1000010110101000111011111001001100001011010100011101111100100110000101101010001110111110010011000010,1
1011111000000100000001110100111010010110,0
10000101101010001110111110010011000010110101000111011111001001100001011010100011,1
101000111011111001001100001011010100011101111100100110000101101,1
110111110010011000010110101000111011111001001100001011010100011101111100100110000101101,1
11101111100100110000101101010001110111110010011000010110101000111011111,1
1001001100001011010100011101111100100110000101,1
11010100011101111100100110000101101010001110111110010011000010110101000111011111001001100001011010,1
10101000111011111001001100001011,1
101100110000110100001000010110101001000010110000101110110000010010111010,0
000001101011011001000001011100111100110011010000,0
10000101101010001110111110010011000010110101000111011111001001100001011010100011101111100100110000101101010001110111,1
1010100011101111100100110000101101010001110111110010011000010110101,1
101111010001001000011010010010011000000110111011,0
101111110000000000001101010010111000110110100111,0
0001001010110111010011110111100011000000110101100010010101000001001010110001110111101011,0
001000011010101001010100011001101100111111011011,0
00010011101010100100000001110000110000101101001000100011,0
10010011000010110101000111011111001001100001011010100011101111100100110000101101,1
1011010100011101111100100110000101,1
10000010000000000001100001001000100010101010101110100100,0
110101000111011111001001,1
00011001101111100101010001110011,0
101111100100110000101101010001110111110010011000010110101000111,1
11111001001100001011010100011101111100100110000101101010001110111110010011000010110101,1
00110000101010010100001101100100110000101101100100101001,0
000000111011111001011100011110011101000111011100001001010100000100101011,0
00010011101010100101110001101100110000101100110000101000,0
00110000101011010100101101101111,0
10000000000010010001111101011001100001011011000010110110,0
11010100011101111100100110000101101010001,1
1001000100010100000010010100111010001001101000001011000100000101,0
100111010001001100001011010101011000001110100111,0
10011010000000000000010001011111,0
1110010011000010110101000111011111001001100001011010100011101111100100110000101101010001110111,1
000101001011101001001010,0
00100010101111100101001001111111110100001101100000110101,0
1001001100001011010100011101111100100110000,1
1001000100000100000001100101111010010110101010111011010100010100,0
000110111011111001000001011000111100001011001100,0
101101010000000000000100010101011000000110110110,0
111110010011000010110101000111011111001001100001011010100011101111100100110000101101010001110111110010011000010110101000111011,1
100100110001001100011110010100101000011110101010101110110001110010101100,0
001100111011000001010010011000101100111111011011,0
001100001010110001010110011101111101000111011111001010110101100000110100,0
1011010100011101111100100110000101101010001110111110010011000010110101000111011111001001100001011010100011101111100100,1
11000010110101000111011111001001100001011010100011101111100100110000101101010001110111110010011000010110101000111011,1
10111100000101000001111001011000100101101010001110110111000111001010110011110111,0
00011100101100000100100101100100110010111101101100100010,0
00010011101100000100011101100100,0
101100000001010000000110010110011001000110101110,0
101101010001110111110010,1
100101110000111100001110010100101001001010100111,0
11111001001100001011010100011,1
100100010000000000000111010111101001011010100011,0
100100010000000000011001010011111000100010100111,0
001110111011011001000101011101111100111011011111,0
1011000000001110000001010101100110011101,0
111001001100001011010100011101111100100110000101101010001110111110010011000010110101000111011111001,1
00111110101101000101010001110111,0
110101000111011111001001100001011010100011101111100100110000101101010001110111110010011000010110101000111011111001001100001011,1
10110001000011100000010101001111,0
111100100110000101101010001110111110010011000010110101000111011111001001100001011010100011101111100100110000101101010001,1
1110010011000010110101000111011111001001100001011010100011101111100100110000101101010001,1
1100100110000101101010001110111,1
10100101000011100000010101011111100101001010011110110111000111001010110011110111,0
10001110111110010011000010110101000111011111001001100001011010100011101111100100110000,1
0001100110111010010101000111100111001101,0
1100100110000101101010001110111110010011000010110101000111011111001001100001011010100011101111100100110000101,1
0011100110110000010101000110010111000110110011000010110101001001001011100000111111110000,0
111110010011000010110101000111011111001001100001011010100011101111100100110000101,1
0011001010111110010100110111101011001010110110000010000001000010001100000001100111101010,0
101001010000010000001011010011011000000110110000,0
1111001001100001011010100011101111100100110000101101010001110111110010011000010,1
10110101000011100001100001010010100010001010111010110101,0
1001100001011010100011101111100100110000101101010001110111110010011000010110101000111011111001001100,1
001101111011011001000001011000111101000111011011,0
0001011010110110010001110111100011010111100111100011110001001100001010010001100011111001,0
000100111011111001000100011110011100110011010000,0
100101000000010000000100010101011000000110101110,0
100001011010100011101111100100110000101101010001110111110010011000010110101,1
101111100100110000101101010001110111110010011000010110101000111011111001001100001011010,1
111100100110000101101010001110111110010011000010,1
10110000000101000000010001001111100011011010110010110011,0
00010111101011010100100101110001,0
0011110010111110010010000111000111001100,0
000101101010110101001001011000111101000011011011,0
111100100110000101101010001110111110,1
000111001011101001010100011100011100001011010000001111110100100000110101,0
10010011000010110101000111011111001,1
10100011101111100100110000101101010001110111110010011000010110101000111011111001001100001011,1
11001001100001011010100011101111100100110000101101010001110111110010011000010110101000111011111001001100001,1
00011100101111100100101001111010110000101100110000101000,0
001000101011110001001110011110011100110011010010,0
00100010101111100100101001100101110010101101100000110101,0
11110010011000010110101000111,1
10110101000111011111001001100,1
101000100001010000001100010111011000110110101100,0
00111101101110100100001101111101,0
10100011101111100100110000101101010001110111110010011000010110101000111,1
1001100001011010100011101111100100110000101101010001110111110010011000010110101000111011111,1
100100010000100100001011010101011000011110100111,0
11100100110000101101010001110111110010011000010110101000111011111001001100001011010100011,1
1000111011111001001100001011010100011101,1
1011010100011101111100100110000101101010001110111110010011000010110101000111011111001001100001,1
110111110010011000010110101000111011111001001100001011010100011101111100100110000101,1
10110000000101000001000001000001100001011011000010110000,0
100011101111100100110000101101010001110111110010011000010110101000111011111001001100001011010100011,1
100111100000000000011010010011111000101110110010,0
10100011101111100100110000101101010001110,1
100000010000100000000110010011011000000110110000,0
101000000000000000001001010101001000101110101100,0
1000010110101000111011111001001100001,1
111001001100001011010100011101111100100110000101101010001,1
100001011010100011101111100100110000101101010001110111110010011000010110101000111011111001001100001011010100011101111100100110,1
00000010101010000100011101111010110011111101000100111011,0
111011111001001100001011,1
10101000111011111001001100001011010100011101111100100110000101101010001110111110010011000010110101000111011,1
101000111011111001001100001011010100011101111100100110000101101010001110111110010011000010110101000111011111001001100001011010,1
101111010001011000000110,0
00010010101101110100001101110011110101111101111100100100,0
0011001110111010010001110111100011010000,0
11111001001100001011010100011101111100100110000101101,1
1110111110010011000010110101000111011111001001100001011010100011101111,1
1111001001100001011010100011101111100100110000101101010001110111110010011000010110101000111011111001001100001,1
1010000100001111000010110101000010000001,0
001111011011111001010110011000101100110011001110,0
000100001010101001001101,0
001111101010110101000111011110001100010011011011,0
11000010110101000111011111001001,1
0000010110110000010101000110001011001100110101110011111101001000,0
0011001110111010010000110110001011010001110100010010001101011001,0
111011111001001100001011010,1
101101010001110111110010011000010110101000111011111001001100001011010100011101111100100110000101101010001110111110010,1
0000001010111110010010000111001010000011110100110010110101011111001100110001010111110110,0
11101111100100110000101101010001110111110010011000010110101000111011111001001100001011010,1
10110110000011100001110001011110,0
111001001100001011010100011101111100100110000101101010001110111110010011000010110101000,1
000111101010110001010110011001001100011011000111,0
0011001110111010010010100111100111010100,0
100111110001010000011001010100111001011010101101101110110001101010111010,0
1000010110101000111011111001001100001011010100011101111100100110000101101010001110111110010011000010110101,1
100000100000100000000110010101111000101110110101,0
1100001011010100011101111100100110000101101010001110111110,1
1101010001110111110010011,1
0010001010101000010000110111001111010111110011100010001101011001001001100000100011110111,0
101101000000111000010010,0
00000001101110100100101001111111110000001101111100100010,0
110101000111011111001001100001011,1
101111100100110000101101010001110111110010011000010,1
0001110010110000010010000111111111010111110100010011111000001101001010110001010111100010001110111111110010011101,0
111100100110000101101010001110111110010011000010110101000111011111001001100001011010100011101111100100110000,1
11001001100001011010100011101,1
0011101010110000010011100111101011010001110111110010111001000100,0
0001100110101010010010110111101111001010110100000010101101001111001011100000111011111100,0
1000010110101000111011111001001100001011010100011101111100100110000101101010001110111110010011000010110101000,1
110111110010011000010110101000111011111001001100001011010100011101111100100110000101101010001110111110010011000010110101,1
000000101010101101001001011001001100111010011110001111000100100000110011000011101111110100110110,0
000000111011111001010010,0
11011111001001100001011010100011101111100100110000101101010001110111110010011000010110101000111011111001,1
000001101011101001000111011000001100011011001100,0
11110010011000010110101000111011111001001100001011010100011101111100100110000101101,1
100011101111100100110000101101010001110111110010011000010110101000111,1
11000010110101000111011111001001100001011010,1
00000001101101100100100001100010110000101101011100100000,0
101111010001001100000011010101001000100010100111,0
00000010101101110100001101110111110100011100100100101101010110010010001000001110,0
001111001011000001001000011111011100011011000111,0
11001001100001011010100011101111100100110000101101010001110111110010011000010110101000111011111001,1
11101111100100110000101101010001110111110010011000010,1
00011101101101100100100101111000,0
100001100001010000011000010011111000100010100111,0
00011100101100000100101001110011,0
000110111011111001011111,0
101000010001000100000101010101001000101010100000101111010001101110100101,0
0011010010111000010000010110011011001111110111110010001001011001,0
101110000000000000001001010100001000010110101110,0
100101010000000000011000010101111000110110100001,0
111110010011000010110101,1
100100010000000000011000010010011000101110110110,0
000101111011001101011111011111111100110111011001011011000101111000110110000010011111000100101000111111001001110001011100,0
0011010010101100010001010111011111010001110100010010000001001000,0
110101000111011111001001100001,1
101000111011111001001100001011010100011101111100100110000101101010001110111110010011000010110101000111,1
001100101011011101000111011110001100000011011011,0
00011000101111010100111101100101,0
00010011101100110101001101110011100000111100100100100100010011000010101100011001,0
100100010000000000011110,0
1010100011101111100100110000101101010001110111110010011000010110101000111,1
101000111011111001001100001011010100011,1
110000101101010001110111110010011000010110,1
1110111110010011000010110101000111011111001001100001011010100011101111100100110000101101010001110111110,1
1101010001110111110010011000010110101000111011111001001100001011010100011101111100100110000101101010001110111110010011000,1
001101111011101001001000011110001100011011010010,0
101010001110111110010011000010110101000111011111001001100001011010100011101111100100110000101101010001110111110010,1
001000011011101001001000011101011100101011010010,0
101111110000010000011000010111001000010110101100101001110001001010111011,0
100110000101101010001110111110010011000010110101000111011,1
111110010011000010110101000111011111001001100001011010,1
10010011000010110101000111011111001001100001,1
110111110010011000010110101000111011111001001100001011010100011101111100100110000101101010001110111110010011000,1
10000001000000000001111001010010100101111010010010101101,0
101000010000000000000100010111111001010010101011101001000001001010111011,0
11000010110101000111011111,1
1100100110000101101010001110111110010011000010,1
1001100001011010100011101111100100110000101101010001110111110010011000010110,1
100101010000100000000100010111001000000110110000,0
110101000111011111001001100001011010100011101111100100110000,1
000000101011111001001000011100101101001111010111001111000100100000110101,0
10010001000011100001100001010101,0
101010001110111110010011000010110101000111011111001001100001011010100011101111100100110000101,1
11100100110000101101010001110111110010011000010110101000111011111001001100001011010100011101111100100110000101101010,1
1011010100011101111100100110000101101010001110111110010011000010110101000111011111001001,1
1001100100001110000000100101011110010110101000111011011000011110,0
1100001011010100011101111100100110000101101010001110111110010011000010110101000111011111001,1
11000010110101000111011111001001100001,1
100000100000010000011010010010111000000110110000,0
10110000000101000000011001010111,0
10110110000011100000111001010100,0
001101101011111001010100011100101100011011010000,0
1010000100000000000001000101111111000100101011111011010100000101101111011110110011000110,0
10101000111011111001001100001,1
001100101011011101000011011100111101000011011011,0
110101000111011111001001100001011010100011101111100100110000101101010001110111110010011000010110101000111,1
11100100110000101101010001110111110010011000010110101000111011111001001100001011010100011101111100100110,1
10111101000100100001111001001001100011011010000110111100,0
1000010110101000111011111001001100001011010100011101111100100110000101101010001110111,1
00000001101100000100101001110111110100011001111000101110010010000010011000001110,0
1011000100000000000001110101111010001000,0
101100010000100100000101010011101000001110101010,0
1011101000000100000110000101010010001010,0
1001001100001011010100011101,1
001000101010111001010011011101111101000011010110,0
1110010011000010110101000111011111001001100001011010100011101111100100110000101101010001110111110010011000010110101000111011111,1
0000001010101011010011110111101011010111,0
000000101010111101001001011110011100110111011100001001010100000100101011,0
1000111011111001001100001011010100011101111100100110000101101010001110111110010011000010110101000111011111001001100001011,1
1010000000001110000010000101001010001010,0
10111011000000110000111101000011,0
10000101101010001110111110010011000010110101000111011111001001100001011010100011101111100100110,1
1111100100110000101101010001110111110,1
10111111000101000000011001011110,0
1001010100010011000011110101111010001010,0
101100000000010000001011010011011000000110110000,0
10100101000100110000111101010101,0
100001011010100011101111100100110000101101010001110111,1
1110111110010011000010110101000111011111001001100001011010100011101111100100110000101101010001,1
101100000000000000011110,0
11011111001001100001011010100011101111100100110000101101010001110111110010011000010110101000111011111001001,1
1000010110101000111011111001001100001011010100011101111100100110000101101010001110111110010011000,1
11000010110101000111011111001001100001011010100011101111100100110,1
1000111011111001001100001011010100011101111100100110000101101010001110111110010011000010110101000111011111001001100001011010,1
101101110000010000000110,0
100100110000101101010001110111110010011,1
1000000100001100000000110101011110000001,0
1010001000001001000011110101101010010111101000111011101000000011,0
11100100110000101101010001110111110010011000010110101000111011111,1
00011010101110100101010101100010110100011101101100100000,0
111011111001001100001011010100011101111100100110000101101010001110,1
000100001010110101001011011101111100011111010111001000000100000100101000,0
11100100110000101101010001110111110010011000010110101000111011111001001100001,1
00011010101101100100100001110001110001011101011100111111010001010010001000001110,0
110101000111011111001001100001011010100011101111100100110000101101010001110111110010,1
10000010000101000000011101001011100011111010101110111010,0
110010011000010110101000111011111001001100001011010100011101111100100110000101101010001,1
11000010110101000111011111001001100001011010100011101111100100110000101101010001110111110010011000010,1
10101000111011111001001100001011010100011101111100100110000101101010001110,1
0010001010110010010011110111101011000110,0
0011000010101111010101100111101011000110,0
1011010100011101111100100110000101101,1
1010100011101111100100110000101101010001110111110010011000010110101,1
1011111001001100001011010100011101111100100110000101101010001,1
1110010011000010110101000111011111,1
1000111011111001001100001011010100011101111100100110000,1
0001011110110110010010000111010111001011,0
000101101010101001001111011110101100111111011011001000010100001000110011,0
10011000010110101000111011111001001100001011010100011101111100100110000101101010001110111110010011000010110101000111011111001001,1
001101111011111001010000011101111100000111011011001011010100001100110100,0
110111110010011000010110101000111011111001001100001011010100011101111100100110000101101010001110111110010,1
111100100110000101101010001110111110010011000010110101000111011111001,1
100001011010100011101111100100110000101101010001110111110010011000010110101000111011111001001100001,1
100000000000000000001000010110011000110110110110,0
101000111011111001001100001011010100011101111100100110000101101,1
1000111011111001001100001011010,1
00000110101111100100000101100010110000101101011100100000,0
0001000010110001010100100111001111001111110100010011110001001000,0
1011011100001101000011110100101110001100101000111011101000000011,0
111100100110000101101010001110111110010011000010110101000111011111001001100,1
1111100100110000101101010001110111110010011000010110101000111,1
11001001100001011010100011101111100100110000101101010001110111110010011000010110101000111,1
00000011101100000100100101111101,0
101100010000111000000100010111111000101110110000,0
001100101011111001010010,0
10000101000000000001111001011110100101101010000110100110000100101011101011110110,0
100100010000111000000110010101001001000110110000,0
001100101011111001010100011001001100110011001010,0
0000001110111110010100000111001111001101,0
00011101101001100100100001101110,0
1100100110000101101010001110111110010011000010110101000111011111001001100001011010100011101111100100110000101101,1
1010000100010101000010110100100110001000101010111011101000010000,0
1101111100100110000101101010001110111110010011000010110101000,1
0011000010110001010011010111101011000110,0
10100000000011100000010101010000,0
10101000111011111001001100,1
11100100110000101101010001110111110010011000010110101000111011111001001100001011010100011101111,1
101100010000000000011110,0
0001110010101010010101000110010011000110110100100010100101011001,0
101111100100110000101101010001110111110010011000,1
1100100110000101101010001110111110,1
1000111011111001001100001011010100011101111100100110000101101010001110111110010011000010110101,1
11001001100001011010100011101111100100110000101101,1
0000001010101111010001110110010011010001110100010011101101000101001001100000101111110011,0
1011010100011101111100100110000101101010001110111110010011000010110101000111011111001001100001011010100,1
001000011011000001010010011101111101011111010001,0
100110000101101010001110111110010011000010110101000111011111001001100001011010100011101111100100110000101101010001110111110,1
1000010110101000111011111,1
11101111100100110000101101010001110111110010011000010110101000111011111001001100001011010100011101111100100,1
10100011101111100100110000101101010001110111110010011000010110101000111011111001001100001011010100011,1
10000101101010001110111110010011000010110101000111011111001001100001011010100011101111100100110000101101010001110111,1
11111001001100001011010100011101111100100110000101101010001110111110010011000010110101000111011111001001100001011,1
10111110000001000000010101001011100001011011000010110000,0
101001010000111000000111010110011000010110110110,0
00010110101101100101010001110111110001011101100000101001,0
101100110000110100000110010100101000001110100011101000000001100010111011,0
100100110000101101010001110,1
11001001100001011010100011101111100100110000101101010001110111110010011000010110101000111011111001001100001011010,1
0000010110110110010000010111001111010001,0
1010100011101111100100110000101101010001110111110010011000010110101000111011111001001100001011,1
1010001110111110010011000010110101000111011111001001100001011010100011101111100100110000101101010001110111110010011000010,1
000111101010110101000111011110001100010011001011001110000100110000101001,0
101000100000111000011001010010001001000110101111,0
11100100110000101101010001110111110010011000010110101000111011111001001100001011010100011101111,1
10100001000101000000010001011001100011011011000010110000,0
101001100001010000011000010011111000100010100111,0
1011000100001001000000110101010110000111101010101011110100011011101001011110010011011011,0
1001011100000110000011010100101110001000101000111011101000000011,0
10100011101111100100110000101101010001110111110010011000010110101000111011111001001100001011010100,1
1001100001011010100011101111100,1
11100100110000101101010001110111110010011000010110101000111011111001001,1
001000011011011001001000011100111100001011001110001111000100000100100010,0
11100100110000101101010001110111110010011000010110101000111011111001001100001011010100011101111100100110,1
11111001001100001011010100011101111,1
10110101000000000000111001001100100001011010111010111000,0
101010001110111110010011000010110101000111011111001001100001011010100011101111100100110000101101010001110111110010011000010,1
11100100110000101101010001110111110010011000010110101000111011111,1
00000101101011010100100101100110110010101101110100101110010001000011010100011000,0
1100100110000101101010001110111110010011000010110101000111011111001001100,1
00110110101111100100101101110011,0
0010101110101010010001010111010111001011110101110010001001000100,0
10011000010110101000111011111001,1
101111100100110000101101010001110111110010011000010110101000111011111001001100001,1
00000001101100000100010101111110110000101100110000101000,0
1011010100011101111100100110,1
1010001110111110010011000010110101000111011111001001100001011010100011101,1
10111111000011100000011001011110,0
0000001010110111010010010111001111000001110101110010000001000001,0
1010001110111110010011000010110101000111011111001001100001011010100011101111100100110000101101010001110111110010011000,1
00011111101010100101001001110101110100011101111100101111010001100010001000001110,0
101101010001110111110010011000010110,1
10111010000000000001110101010000,0
00010110101111100100001001100001110000101101001000100000,0
001001011010101001010100011000101100111111011011,0
101101010001110111110010011000010110101000111011111001001100001011010100011,1
00000011101111100100111101111010,0
00010011101101100101001001100010110001101100110000100010,0
0001100110111010010000100111000111000110110101100010001101001010,0
101101000000110100010011010100101000101010100101111101000000010010111000111100001100000110011101111000010110111000111101,0
10110000000101000000110001011101100001011010111010111011,0
000000011011011001000001011100111100110011010000,0
10001110111110010011000010110101000111011111001001100001011010100011101111,1
10111110010011000010110101000111011111001001100001011010100011101111100100110000101101,1
110000101101010001110111110010011000010110101000111011111001001100001,1
111011111001001100001011010100011101111100100110000101101010001110111110010011000010110101000111011111,1
111100100110000101101010001110111110010011000010110101000111011111001001100001011010100011101111100100110000,1
100000100000111000011110010110101001000010101101,0
001101111011000001010100011100111101000011001010,0
10111110010011000010110101000111011111001001100001011010100011101111100100110000101101010001110111110010011,1
001001101011011001001000011000101100011011001100,0
100000100001010000011000010010111000100010100111,0
1111001001100001011010100011101111100100110000101101010001110111110010011000010110101000111011111001001100001011010100,1
10011000010110101000111011,1
101111100100110000101101010001110111110010011000010110101000111011111001001100001011010100011101111100,1
101100000000010000001011010111001000100010100111,0
11010100011101111100100110000101101010001110111110010011000010110101000111011111001001100001011010,1
11000010110101000111011111001001100001011010100011101111,1
110000101101010001110111110010011000010110101000111011111001001100001011010100011101111,1
00010011101010100100101001111010,0
001111001010101001010101011111101101000111010001001000110100000000110100,0
1011111001001100001011010100011101111100100110000101101010001110111110010011000010110,1
00010010101011010100100101100001,0
10111000000000000000100101010000100000001010001110100011,0
100110000000100000001001010110101000100110100011,0
1011101000000100000110000101011010001101101101101111010000010100101110111110010011001010,0
110111110010011000010110101000111,1
0011010010110011010000110110011011001011110111110010001001011001,0
1011010100011101111100100110000101101010001110111110010011000010110101000111011111001001100001011010100,1
10101000111011111001001100001011010100011,1
10010001000011010000010101001111100011001010011110100111,0
111110010011000010110101000111011111001001100001011010100011101111100100110000101101010001110111110010011000010110101000,1
00010111101101100101010101111110,0
000110011011011001010110011001101100110011001110001000110101100100100110000100011110110100101001,0
10100010000001000000011001010010100001111010001110111010,0
111110010011000010110101000111011111001001100001011010100011101111100100110000101101010001110111110010011000010,1
1011010100011101111100100110000101101010001110111110010,1
1110010011000010110101000111011111001001100001011010100011101111100100110000101101010001110,1
000110111011111001000101011111011100001011010010,0
110010011000010110101000111011111001001100001011010100011101111100100110000101101010001110111110010011000010110101000111011111,1
000101111011111001001010011101011100110011010000,0
1010000100000100000010010100100110000001101101101011010100000101101100001010010111001010100001101110000101101111,0
10011110000001000000111101010000,0
101101010001010000000011010101111000100010100111101110010001100010111101,0
100101000000000000011100010110101000011010100111101101010001100110111010,0
1001011100001111000111000101001010010110101011011011101000011010101011001110101111011100,0
000100101011011101000111011110111100011011010010001010010100001000101001,0
1010000100001001000001010100110110000001101011101011000100000101,0
100001011010100011101111100100110000101101010001110111110010011000010110101000111011111001001100001011010100011101111,1
111011111001001100001011010100011101111100100110000101101010001110111110010011000010110101000111011111001001,1
10100011101111100100110000101101010001110111110010011000010110101000111011111001001100001011010100011101111100100110000101,1
000000011011001101001001011000001100011011001100,0
1111001001100001011010100011101111100100110000101101,1
101000111011111001001100001011010100011101111100100110000101101010001110,1
00000101101110100101010001111000,0
1001100001011010100011101111100100110000101101010001110111110010011000010110101000111011111001001100001011,1
00000010101010100100100001110100110010101100110000101000,0
100110000101101010001110111110,1
111100100110000101101010001110111110010011000010110101000111011111001001,1
00010110101100000100011101100010,0
10010001000010010000101101000010100010111011011010110001,0
111100100110000101101010001110111110010011000010110101000111011111001001100001011010100011101111100100110000101101010001110,1
11110010011000010110101000111011111001001100001011010100011101111100100110000,1
1001001100001011010100011101111100100110000101101010001110111110010011,1
101111100100110000101101010001110111110010011000010110,1
101000100000100000001101010111101000101110101100,0
0001001010110000010001000110010011000010,0
100110000101101010001110111110010,1
1011111001001100001011010100011101111100100110000101101,1
0001010010111000010101000111001111010111,0
1100100110000101101010001110,1
1011111001001100001011010100011101111100100110000101101010001110111110010011000010110101000111011111001001100,1
1100100110000101101010001,1
100100010000111000001100010111011000000110100111,0
1100001011010100011101111100100110000101101010001110111110010011000010110101000111011111,1
10001110111110010011000010110101000111011111001001100001011010100,1
10100010000001000000101101011101100010111011010110111000,0
11100100110000101101010001110111110010011000010110101,1
1010001110111110010011000010,1
110101000111011111001001100001011010100011101111100100110,1
00011110101011000101001001100100110010101101110100100100,0
101101100000111000001101,0
001101111011001101001001011000011100011011001100,0
1101111100100110000101101010001110111110010011000010110101000111011111001001100,1
000100101011000001010100011110111100110011001100001011010100001100110011,0
1010000100001111000000110100101110000001,0
100011101111100100110000101101010001110111110010011000010110101000111011111001,1
100001011010100011101111100,1
111011111001001100001011010100011101111100100110000101101010001110111110010011000010110,1
101100000000000000001110010111001000000110110000,0
10100010000000000000010001001111100011001010011110100110,0
11111001001100001011010100,1
00011101101111100101011001100001110010101101000000101011,0
110111110010011000010110101000111011111001001100001011010100011101111100100,1
110000101101010001110111110010011000010,1
00010110101100000101010101111110110000101100100100100111,0
10000100000101000000011001001111100100011011000010110001,0
1011010100011101111100100110000101101010001110111110010011000010110101000111011111001001100,1
10110101000111011111001001100001011010100011101111100100110000,1
1001001100001011010100011101111100100110000101101010001110111110010011,1
